Series_reference,Period,Reference_period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title
LASQ.SS1AZZ,2017.12,Quarterly,-127973,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2018.03,Quarterly,-127417,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2018.06,Quarterly,-66794,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2018.09,Quarterly,-28179,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2018.12,Quarterly,66100,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2019.03,Quarterly,-72451,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2019.06,Quarterly,2934,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2019.09,Quarterly,-144099,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2019.12,Quarterly,-189194,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2020.03,Quarterly,-230487,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2020.06,Quarterly,-430816,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2020.09,Quarterly,-169581,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2020.12,Quarterly,-199022,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2021.03,Quarterly,-213407,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2021.06,Quarterly,-211960,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2021.09,Quarterly,-126816,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2021.12,Quarterly,-195234,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2022.03,Quarterly,-155085,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2022.06,Quarterly,-365165,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2022.09,Quarterly,-267459,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2022.12,Quarterly,-301921,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2023.03,Quarterly,-257004,Revised,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SS1AZZ,2023.06,Quarterly,-250365,Provisional,Dollars,3,Local Authority Statistics - LAS,Surplus - Seasonally Adjusted,Operating surplus/deficit excluding non-operating items
LASQ.SSEAAZ,1992.09,Quarterly,187319,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1992.12,Quarterly,202202,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1993.03,Quarterly,201023,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1993.06,Quarterly,201035,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1993.09,Quarterly,198239,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1993.12,Quarterly,206158,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1994.03,Quarterly,202237,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1994.06,Quarterly,206396,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1994.09,Quarterly,211764,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1994.12,Quarterly,203116,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1995.03,Quarterly,208100,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1995.06,Quarterly,202693,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1995.09,Quarterly,207771,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1995.12,Quarterly,206638,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1996.03,Quarterly,210246,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1996.06,Quarterly,214469,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1996.09,Quarterly,210464,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1996.12,Quarterly,211428,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1997.03,Quarterly,217394,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1997.06,Quarterly,215404,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1997.09,Quarterly,213822,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1997.12,Quarterly,212272,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1998.03,Quarterly,210108,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1998.06,Quarterly,212455,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1998.09,Quarterly,213375,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1998.12,Quarterly,212221,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1999.03,Quarterly,212087,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1999.06,Quarterly,211709,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1999.09,Quarterly,211081,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,1999.12,Quarterly,213290,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2000.03,Quarterly,207286,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2000.06,Quarterly,199492,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2000.09,Quarterly,204062,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2000.12,Quarterly,209888,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2001.03,Quarterly,211803,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2001.06,Quarterly,213985,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2001.09,Quarterly,216880,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2001.12,Quarterly,221006,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2002.03,Quarterly,222366,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2002.06,Quarterly,223561,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2002.09,Quarterly,230174,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2002.12,Quarterly,231170,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2003.03,Quarterly,238181,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2003.06,Quarterly,247174,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2003.09,Quarterly,247666,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2003.12,Quarterly,259746,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2004.03,Quarterly,258535,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2004.06,Quarterly,263100,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2004.09,Quarterly,271554,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2004.12,Quarterly,267178,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2005.03,Quarterly,277387,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2005.06,Quarterly,284678,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2005.09,Quarterly,287118,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2005.12,Quarterly,291858,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2006.03,Quarterly,296285,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2006.06,Quarterly,304067,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2006.09,Quarterly,313118,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2006.12,Quarterly,322298,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2007.03,Quarterly,334380,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2007.06,Quarterly,336579,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2007.09,Quarterly,343952,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2007.12,Quarterly,348320,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2008.03,Quarterly,365411,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2008.06,Quarterly,367148,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2008.09,Quarterly,377973,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2008.12,Quarterly,386238,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2009.03,Quarterly,391099,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2009.06,Quarterly,402413,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2009.09,Quarterly,405016,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2009.12,Quarterly,412258,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2010.03,Quarterly,404846,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2010.06,Quarterly,411456,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2010.09,Quarterly,422007,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2010.12,Quarterly,435147,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2011.03,Quarterly,450301,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2011.06,Quarterly,429026,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2011.09,Quarterly,450780,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2011.12,Quarterly,440965,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2012.03,Quarterly,453177,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2012.06,Quarterly,455785,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2012.09,Quarterly,454412,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2012.12,Quarterly,465898,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2013.03,Quarterly,466165,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2013.06,Quarterly,474099,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2013.09,Quarterly,476458,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2013.12,Quarterly,488790,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2014.03,Quarterly,484504,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2014.06,Quarterly,498624,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2014.09,Quarterly,507507,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2014.12,Quarterly,516621,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2015.03,Quarterly,507567,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2015.06,Quarterly,526208,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2015.09,Quarterly,524781,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2015.12,Quarterly,525606,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2016.03,Quarterly,537535,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2016.06,Quarterly,544973,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2016.09,Quarterly,557977,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2016.12,Quarterly,561098,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2017.03,Quarterly,568585,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2017.06,Quarterly,575215,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2017.09,Quarterly,575966,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2017.12,Quarterly,576715,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2018.03,Quarterly,597901,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2018.06,Quarterly,607752,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2018.09,Quarterly,604128,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2018.12,Quarterly,631181,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2019.03,Quarterly,634051,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2019.06,Quarterly,643431,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2019.09,Quarterly,668113,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2019.12,Quarterly,686018,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2020.03,Quarterly,696753,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2020.06,Quarterly,705785,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2020.09,Quarterly,690681,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2020.12,Quarterly,684998,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2021.03,Quarterly,692387,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2021.06,Quarterly,701678,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2021.09,Quarterly,723723,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2021.12,Quarterly,737274,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2022.03,Quarterly,744482,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2022.06,Quarterly,763138,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2022.09,Quarterly,796588,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2022.12,Quarterly,823776,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2023.03,Quarterly,843171,Revised,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEAAZ,2023.06,Quarterly,834146,Provisional,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Employee Costs
LASQ.SSEABZ,1992.09,Quarterly,53394,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1992.12,Quarterly,60577,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1993.03,Quarterly,56570,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1993.06,Quarterly,56024,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1993.09,Quarterly,44192,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1993.12,Quarterly,48947,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1994.03,Quarterly,51592,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1994.06,Quarterly,47930,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1994.09,Quarterly,42158,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1994.12,Quarterly,47255,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1995.03,Quarterly,41594,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1995.06,Quarterly,43876,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1995.09,Quarterly,38015,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1995.12,Quarterly,40642,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1996.03,Quarterly,42975,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1996.06,Quarterly,49637,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1996.09,Quarterly,39738,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1996.12,Quarterly,46932,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1997.03,Quarterly,38948,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1997.06,Quarterly,43682,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1997.09,Quarterly,39461,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1997.12,Quarterly,44990,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1998.03,Quarterly,39957,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1998.06,Quarterly,41722,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1998.09,Quarterly,37891,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1998.12,Quarterly,42232,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1999.03,Quarterly,39683,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1999.06,Quarterly,45808,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1999.09,Quarterly,40795,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,1999.12,Quarterly,40795,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2000.03,Quarterly,35497,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2000.06,Quarterly,36765,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2000.09,Quarterly,36681,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2000.12,Quarterly,38992,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2001.03,Quarterly,34947,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2001.06,Quarterly,35517,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2001.09,Quarterly,34699,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2001.12,Quarterly,36566,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
LASQ.SSEABZ,2002.03,Quarterly,34683,Final,Dollars,3,Local Authority Statistics - LAS,Expense - Seasonally Adjusted,Interest Paid
