Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
ZZ9,Total industry,Methane,2011.09,8510,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2011.12,8484,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.03,8527,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.06,8526,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.09,8536,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2012.12,8526,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.03,8522,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.06,8518,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.09,8524,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2013.12,8543,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.03,8595,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.06,8572,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.09,8591,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2014.12,8598,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.03,8482,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.06,8462,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.09,8468,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2015.12,8467,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.03,8355,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.06,8340,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.09,8361,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2016.12,8361,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.03,8308,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.06,8311,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.09,8373,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2017.12,8400,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.03,8288,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.06,8301,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.09,8437,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2018.12,8446,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.03,8554,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.06,8469,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.09,8096,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2019.12,8259,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.03,8451,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.06,8375,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.09,8104,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2020.12,8267,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.03,8201,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.06,8209,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.09,8256,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2021.12,8184,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.03,8099,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.06,8094,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.09,8127,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2022.12,8054,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2023.03,7988,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Methane,2023.06,7982,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.03,7428,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.06,7297,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.09,7272,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2010.12,7450,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.03,7281,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.06,6748,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.09,7403,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2011.12,7406,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.03,7498,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.06,8048,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.09,7614,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2012.12,7466,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.03,7381,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.06,7956,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.09,7436,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2013.12,7155,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.03,7328,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.06,7249,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.09,7491,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2014.12,7874,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.03,7806,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.06,7305,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.09,7424,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2015.12,7527,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.03,7313,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.06,7133,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.09,7178,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2016.12,6795,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.03,7033,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.06,7425,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.09,7510,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2017.12,7697,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.03,7413,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.06,7258,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.09,7478,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2018.12,7827,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.03,7954,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.06,7498,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.09,7873,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2019.12,7870,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.03,7360,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.06,5925,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.09,7235,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2020.12,7031,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.03,6986,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.06,7325,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.09,6276,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2021.12,6320,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.03,6484,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.06,6334,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.09,6165,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2022.12,6047,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.03,6108,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide,2023.06,6032,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.03,17849,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.06,17965,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.09,17838,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2010.12,17916,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.03,17817,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.06,17405,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.09,18028,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2011.12,17979,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.03,18156,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.06,18860,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.09,18292,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2012.12,18110,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.03,18048,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.06,18732,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.09,18102,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2013.12,17882,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.03,18152,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.06,18089,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.09,18322,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2014.12,18717,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.03,18478,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.06,18015,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.09,18119,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2015.12,18229,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.03,17880,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.06,17718,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.09,17797,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2016.12,17416,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.03,17578,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.06,18061,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.09,18185,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2017.12,18333,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.03,17957,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.06,17971,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.09,18250,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2018.12,18509,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.03,18766,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.06,18451,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.09,18345,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2019.12,18355,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.03,18152,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.06,16704,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.09,17719,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2020.12,17582,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.03,17465,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.06,18051,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.09,16818,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2021.12,16760,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2022.03,16841,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2022.06,16823,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2022.09,16553,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2022.12,16327,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2023.03,16351,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Carbon dioxide equivalents,2023.06,16360,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2010.03,253,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2010.06,254,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2010.09,256,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2010.12,259,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2011.03,261,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2011.06,265,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2011.09,268,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2011.12,273,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2012.03,276,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2012.06,278,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2012.09,279,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2012.12,280,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2013.03,279,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2013.06,279,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2013.09,282,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2013.12,288,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2014.03,293,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2014.06,297,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2014.09,300,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2014.12,302,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2015.03,301,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2015.06,301,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2015.09,301,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2015.12,301,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2016.03,302,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2016.06,302,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2016.09,304,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2016.12,307,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2017.03,309,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2017.06,312,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2017.09,315,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2017.12,320,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2018.03,322,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2018.06,326,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2018.09,329,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2018.12,333,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2019.03,333,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2019.06,335,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2019.09,339,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2019.12,345,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2020.03,349,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2020.06,349,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2020.09,355,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2020.12,358,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2021.03,356,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2021.06,356,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2021.09,354,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2021.12,356,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2022.03,356,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2022.06,356,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2022.09,358,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2022.12,359,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2023.03,360,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Fluorinated gases,2023.06,361,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2010.03,1807,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2010.06,1816,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2010.09,1823,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2010.12,1828,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2011.03,1843,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2011.06,1853,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2011.09,1861,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2011.12,1861,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2012.03,1871,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2012.06,1875,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2012.09,1874,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2012.12,1871,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2013.03,1867,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2013.06,1873,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2013.09,1884,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2013.12,1902,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2014.03,1930,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2014.06,1946,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2014.09,1955,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2014.12,1962,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2015.03,1932,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2015.06,1927,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2015.09,1929,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2015.12,1936,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2016.03,1933,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2016.06,1938,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
ZZ9,Total industry,Nitrous oxide,2016.09,1942,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
